attempt_id,order_id,attempt_number,attempt_date,attempt_status,failure_reason,customer_contacted,rescheduled,delivery_agent_note
ATT-00676,ORD-10626,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-00677,ORD-10627,1,2026-06-14,DELIVERED,,True,False,Delivered successfully
ATT-00678,ORD-10628,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-00679,ORD-10629,1,2026-07-09,DELIVERED,,True,False,Delivered successfully
ATT-00680,ORD-10630,1,2026-07-13,DELIVERED,,True,False,Delivered successfully
ATT-00681,ORD-10631,1,2026-07-28,DELIVERED,,True,False,Delivered successfully
ATT-00682,ORD-10632,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00683,ORD-10633,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-00684,ORD-10634,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00685,ORD-10635,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-00686,ORD-10636,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-00687,ORD-10637,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00688,ORD-10638,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-00689,ORD-10639,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-00690,ORD-10640,1,2026-06-12,DELIVERED,,True,False,Delivered successfully
ATT-00691,ORD-10641,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-00692,ORD-10642,1,2026-07-04,DELIVERED,,True,False,Delivered successfully
ATT-00693,ORD-10643,1,2026-06-19,DELIVERED,,True,False,Delivered successfully
ATT-00694,ORD-10644,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-00695,ORD-10645,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00696,ORD-10646,1,2026-07-17,DELIVERED,,True,False,Delivered successfully
ATT-00697,ORD-10647,1,2026-07-13,DELIVERED,,True,False,Delivered successfully
ATT-00698,ORD-10648,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-00699,ORD-10649,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00700,ORD-10650,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00701,ORD-10651,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-00702,ORD-10652,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-00703,ORD-10653,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-00704,ORD-10654,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-00705,ORD-10655,1,2026-06-09,DELIVERED,,True,False,Delivered successfully
ATT-00706,ORD-10656,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-00707,ORD-10657,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-00708,ORD-10658,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-00709,ORD-10659,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-00710,ORD-10660,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-00711,ORD-10661,1,2026-07-23,DELIVERED,,True,False,Delivered successfully
ATT-00712,ORD-10662,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00713,ORD-10663,1,2026-08-09,DELIVERED,,True,False,Delivered successfully
ATT-00714,ORD-10664,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-00715,ORD-10665,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-00716,ORD-10666,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-00717,ORD-10667,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-00718,ORD-10668,1,2026-08-29,DELIVERED,,True,False,Delivered successfully
ATT-00719,ORD-10669,1,2026-08-19,DELIVERED,,True,False,Delivered successfully
ATT-00720,ORD-10670,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-00721,ORD-10671,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00722,ORD-10672,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00723,ORD-10673,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-00724,ORD-10674,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-00725,ORD-10675,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-00726,ORD-10676,1,2026-07-27,DELIVERED,,True,False,Delivered successfully
ATT-00727,ORD-10677,1,2026-08-24,DELIVERED,,True,False,Delivered successfully
ATT-00728,ORD-10678,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-00729,ORD-10679,1,2026-08-29,DELIVERED,,True,False,Delivered successfully
ATT-00730,ORD-10680,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-00731,ORD-10681,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00732,ORD-10682,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00733,ORD-10683,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00734,ORD-10684,1,2026-08-05,DELIVERED,,True,False,Delivered successfully
ATT-00735,ORD-10685,1,2026-07-28,DELIVERED,,True,False,Delivered successfully
ATT-00736,ORD-10686,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-00737,ORD-10687,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-00738,ORD-10688,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-00739,ORD-10689,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00740,ORD-10690,1,2026-06-05,DELIVERED,,True,False,Delivered successfully
ATT-00741,ORD-10691,1,2026-06-19,DELIVERED,,True,False,Delivered successfully
ATT-00742,ORD-10692,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-00743,ORD-10693,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00744,ORD-10694,1,2026-07-09,DELIVERED,,True,False,Delivered successfully
ATT-00745,ORD-10695,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-00746,ORD-10696,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00747,ORD-10697,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00748,ORD-10698,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-00749,ORD-10699,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00750,ORD-10700,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-00751,ORD-10701,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-00752,ORD-10702,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-00753,ORD-10703,1,2026-07-28,DELIVERED,,True,False,Delivered successfully
ATT-00754,ORD-10704,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00755,ORD-10705,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00756,ORD-10706,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-00757,ORD-10707,1,2026-07-31,DELIVERED,,True,False,Delivered successfully
ATT-00758,ORD-10708,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-00759,ORD-10709,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-00760,ORD-10710,1,2026-07-15,DELIVERED,,True,False,Delivered successfully
ATT-00761,ORD-10711,1,2026-07-04,DELIVERED,,True,False,Delivered successfully
ATT-00762,ORD-10712,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00763,ORD-10713,1,2026-07-05,DELIVERED,,True,False,Delivered successfully
ATT-00764,ORD-10714,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00765,ORD-10715,1,2026-08-10,DELIVERED,,True,False,Delivered successfully
ATT-00766,ORD-10716,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-00767,ORD-10717,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-00768,ORD-10718,1,2026-06-19,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-00769,ORD-10719,1,2026-07-27,DELIVERED,,True,False,Delivered successfully
ATT-00770,ORD-10720,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-00771,ORD-10721,1,2026-07-20,DELIVERED,,True,False,Delivered successfully
ATT-00772,ORD-10722,1,2026-06-22,DELIVERED,,True,False,Delivered successfully
ATT-00773,ORD-10723,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-00774,ORD-10724,1,2026-06-14,DELIVERED,,True,False,Delivered successfully
ATT-00775,ORD-10725,1,2026-07-20,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00776,ORD-10725,2,2026-07-20,FAILED,CUSTOMER_RESCHEDULED,True,True,Delivery attempt unsuccessful
ATT-00777,ORD-10726,1,2026-08-11,DELIVERED,,True,False,Delivered successfully
ATT-00778,ORD-10727,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00779,ORD-10728,1,2026-06-17,DELIVERED,,True,False,Delivered successfully
ATT-00780,ORD-10729,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-00781,ORD-10730,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00782,ORD-10731,1,2026-07-27,DELIVERED,,True,False,Delivered successfully
ATT-00783,ORD-10732,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-00784,ORD-10733,1,2026-08-02,DELIVERED,,True,False,Delivered successfully
ATT-00785,ORD-10734,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00786,ORD-10735,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-00787,ORD-10736,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-00788,ORD-10737,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00789,ORD-10738,1,2026-06-10,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00790,ORD-10738,2,2026-06-10,FAILED,PINCODE_NOT_SERVICEABLE,True,False,Delivery attempt unsuccessful
ATT-00791,ORD-10739,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-00792,ORD-10740,1,2026-07-27,DELIVERED,,True,False,Delivered successfully
ATT-00793,ORD-10741,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-00794,ORD-10742,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00795,ORD-10743,1,2026-08-27,DELIVERED,,True,False,Delivered successfully
ATT-00796,ORD-10744,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-00797,ORD-10745,1,2026-08-02,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-00798,ORD-10745,2,2026-08-02,FAILED,COD_AMOUNT_NOT_READY,True,False,Delivery attempt unsuccessful
ATT-00799,ORD-10745,3,2026-08-02,FAILED,CUSTOMER_REFUSED,False,False,Delivery attempt unsuccessful
ATT-00800,ORD-10746,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-00801,ORD-10747,1,2026-07-31,DELIVERED,,True,False,Delivered successfully
ATT-00802,ORD-10748,1,2026-06-12,DELIVERED,,True,False,Delivered successfully
ATT-00803,ORD-10749,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-00804,ORD-10750,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-00805,ORD-10751,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-00806,ORD-10752,1,2026-07-31,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-00807,ORD-10752,2,2026-07-31,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-00808,ORD-10752,3,2026-07-31,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00809,ORD-10753,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-00810,ORD-10754,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-00811,ORD-10755,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-00812,ORD-10756,1,2026-08-27,DELIVERED,,True,False,Delivered successfully
ATT-00813,ORD-10757,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-00814,ORD-10758,1,2026-08-06,DELIVERED,,True,False,Delivered successfully
ATT-00815,ORD-10759,1,2026-07-04,DELIVERED,,True,False,Delivered successfully
ATT-00816,ORD-10760,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-00817,ORD-10761,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-00818,ORD-10762,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-00819,ORD-10763,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-00820,ORD-10764,1,2026-07-28,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00821,ORD-10765,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-00822,ORD-10766,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-00823,ORD-10767,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-00824,ORD-10768,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-00825,ORD-10769,1,2026-06-20,DELIVERED,,True,False,Delivered successfully
ATT-00826,ORD-10770,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-00827,ORD-10771,1,2026-07-13,FAILED,ADDRESS_NOT_FOUND,True,False,Delivery attempt unsuccessful
ATT-00828,ORD-10771,2,2026-07-13,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-00829,ORD-10772,1,2026-08-06,DELIVERED,,True,False,Delivered successfully
ATT-00830,ORD-10773,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-00831,ORD-10774,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-00832,ORD-10775,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-00833,ORD-10776,1,2026-06-26,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-00834,ORD-10776,2,2026-06-26,FAILED,CUSTOMER_RESCHEDULED,False,True,Delivery attempt unsuccessful
ATT-00835,ORD-10777,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-00836,ORD-10778,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-00837,ORD-10779,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-00838,ORD-10780,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-00839,ORD-10781,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-00840,ORD-10782,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-00841,ORD-10783,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-00842,ORD-10784,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-00843,ORD-10785,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-00844,ORD-10786,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00845,ORD-10787,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00846,ORD-10788,1,2026-07-28,DELIVERED,,True,False,Delivered successfully
ATT-00847,ORD-10789,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-00848,ORD-10790,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-00849,ORD-10791,1,2026-08-19,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-00850,ORD-10791,2,2026-08-19,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00851,ORD-10792,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-00852,ORD-10793,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00853,ORD-10794,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-00854,ORD-10795,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-00855,ORD-10796,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-00856,ORD-10797,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-00857,ORD-10798,1,2026-06-10,DELIVERED,,True,False,Delivered successfully
ATT-00858,ORD-10799,1,2026-06-09,FAILED,PHONE_UNREACHABLE,False,False,Delivery attempt unsuccessful
ATT-00859,ORD-10799,2,2026-06-09,FAILED,PHONE_UNREACHABLE,True,False,Delivery attempt unsuccessful
ATT-00860,ORD-10799,3,2026-06-09,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-00861,ORD-10800,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-00862,ORD-10801,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-00863,ORD-10802,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-00864,ORD-10803,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-00865,ORD-10804,1,2026-07-11,DELIVERED,,True,False,Delivered successfully
ATT-00866,ORD-10805,1,2026-06-08,DELIVERED,,True,False,Delivered successfully
ATT-00867,ORD-10806,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-00868,ORD-10807,1,2026-07-31,DELIVERED,,True,False,Delivered successfully
ATT-00869,ORD-10808,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-00870,ORD-10809,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00871,ORD-10810,1,2026-06-09,DELIVERED,,True,False,Delivered successfully
ATT-00872,ORD-10811,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00873,ORD-10812,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-00874,ORD-10813,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-00875,ORD-10814,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-00876,ORD-10815,1,2026-08-20,DELIVERED,,True,False,Delivered successfully
ATT-00877,ORD-10816,1,2026-06-08,DELIVERED,,True,False,Delivered successfully
ATT-00878,ORD-10817,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-00879,ORD-10818,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-00880,ORD-10819,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-00881,ORD-10820,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-00882,ORD-10821,1,2026-07-09,DELIVERED,,True,False,Delivered successfully
ATT-00883,ORD-10822,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-00884,ORD-10823,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-00885,ORD-10824,1,2026-07-12,DELIVERED,,True,False,Delivered successfully
ATT-00886,ORD-10825,1,2026-08-11,FAILED,ADDRESS_INCORRECT,False,False,Delivery attempt unsuccessful
ATT-00887,ORD-10826,1,2026-07-15,DELIVERED,,True,False,Delivered successfully
ATT-00888,ORD-10827,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-00889,ORD-10828,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-00890,ORD-10829,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-00891,ORD-10830,1,2026-07-11,DELIVERED,,True,False,Delivered successfully
ATT-00892,ORD-10831,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-00893,ORD-10832,1,2026-06-20,DELIVERED,,True,False,Delivered successfully
ATT-00894,ORD-10833,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00895,ORD-10834,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-00896,ORD-10835,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-00897,ORD-10836,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-00898,ORD-10837,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00899,ORD-10838,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-00900,ORD-10839,1,2026-06-10,DELIVERED,,True,False,Delivered successfully
ATT-00901,ORD-10840,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-00902,ORD-10841,1,2026-07-05,DELIVERED,,True,False,Delivered successfully
ATT-00903,ORD-10842,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00904,ORD-10843,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-00905,ORD-10844,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00906,ORD-10845,1,2026-07-04,DELIVERED,,True,False,Delivered successfully
ATT-00907,ORD-10846,1,2026-06-05,DELIVERED,,True,False,Delivered successfully
ATT-00908,ORD-10847,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-00909,ORD-10848,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-00910,ORD-10849,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00911,ORD-10850,1,2026-06-22,DELIVERED,,True,False,Delivered successfully
ATT-00912,ORD-10851,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-00913,ORD-10852,1,2026-08-11,DELIVERED,,True,False,Delivered successfully
ATT-00914,ORD-10853,1,2026-06-10,DELIVERED,,True,False,Delivered successfully
ATT-00915,ORD-10854,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00916,ORD-10855,1,2026-08-06,DELIVERED,,True,False,Delivered successfully
ATT-00917,ORD-10856,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00918,ORD-10857,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-00919,ORD-10858,1,2026-08-19,DELIVERED,,True,False,Delivered successfully
ATT-00920,ORD-10859,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00921,ORD-10860,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-00922,ORD-10861,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-00923,ORD-10862,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-00924,ORD-10863,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-00925,ORD-10864,1,2026-06-17,DELIVERED,,True,False,Delivered successfully
ATT-00926,ORD-10865,1,2026-06-09,DELIVERED,,True,False,Delivered successfully
ATT-00927,ORD-10866,1,2026-09-01,DELIVERED,,True,False,Delivered successfully
ATT-00928,ORD-10867,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-00929,ORD-10868,1,2026-07-31,DELIVERED,,True,False,Delivered successfully
ATT-00930,ORD-10869,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-00931,ORD-10870,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-00932,ORD-10871,1,2026-08-11,DELIVERED,,True,False,Delivered successfully
ATT-00933,ORD-10872,1,2026-06-25,DELIVERED,,True,False,Delivered successfully
ATT-00934,ORD-10873,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-00935,ORD-10874,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00936,ORD-10875,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-00937,ORD-10876,1,2026-06-22,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-00938,ORD-10876,2,2026-06-22,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-00939,ORD-10877,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-00940,ORD-10878,1,2026-07-10,DELIVERED,,True,False,Delivered successfully
ATT-00941,ORD-10879,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-00942,ORD-10880,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00943,ORD-10881,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-00944,ORD-10882,1,2026-08-24,DELIVERED,,True,False,Delivered successfully
ATT-00945,ORD-10883,1,2026-07-04,DELIVERED,,True,False,Delivered successfully
ATT-00946,ORD-10884,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-00947,ORD-10885,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-00948,ORD-10886,1,2026-08-26,DELIVERED,,True,False,Delivered successfully
ATT-00949,ORD-10887,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-00950,ORD-10888,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-00951,ORD-10889,1,2026-06-10,DELIVERED,,True,False,Delivered successfully
ATT-00952,ORD-10890,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-00953,ORD-10891,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-00954,ORD-10892,1,2026-07-09,DELIVERED,,True,False,Delivered successfully
ATT-00955,ORD-10893,1,2026-08-28,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-00956,ORD-10893,2,2026-08-28,FAILED,CUSTOMER_UNAVAILABLE,False,False,Delivery attempt unsuccessful
ATT-00957,ORD-10894,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-00958,ORD-10895,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00959,ORD-10896,1,2026-06-14,DELIVERED,,True,False,Delivered successfully
ATT-00960,ORD-10897,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-00961,ORD-10898,1,2026-06-25,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-00962,ORD-10898,2,2026-06-25,FAILED,CUSTOMER_RESCHEDULED,True,True,Delivery attempt unsuccessful
ATT-00963,ORD-10899,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-00964,ORD-10900,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-00965,ORD-10901,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-00966,ORD-10902,1,2026-08-09,DELIVERED,,True,False,Delivered successfully
ATT-00967,ORD-10903,1,2026-06-25,DELIVERED,,True,False,Delivered successfully
ATT-00968,ORD-10904,1,2026-08-26,DELIVERED,,True,False,Delivered successfully
ATT-00969,ORD-10905,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-00970,ORD-10906,1,2026-08-05,DELIVERED,,True,False,Delivered successfully
ATT-00971,ORD-10907,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-00972,ORD-10908,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-00973,ORD-10909,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00974,ORD-10910,1,2026-08-19,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-00975,ORD-10911,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-00976,ORD-10912,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-00977,ORD-10913,1,2026-06-29,DELIVERED,,True,False,Delivered successfully
ATT-00978,ORD-10914,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-00979,ORD-10915,1,2026-06-22,DELIVERED,,True,False,Delivered successfully
ATT-00980,ORD-10916,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-00981,ORD-10917,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-00982,ORD-10918,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-00983,ORD-10919,1,2026-07-28,DELIVERED,,True,False,Delivered successfully
ATT-00984,ORD-10920,1,2026-07-12,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-00985,ORD-10920,2,2026-07-12,FAILED,PHONE_UNREACHABLE,True,False,Delivery attempt unsuccessful
