order_id,customer_id,order_date,pincode,courier_id,seller_id,product_category,order_value,cod_amount,payment_type,is_first_order,address_verified,order_status,rto,synthetic_rto_probability,scenario
ORD-10811,CUST-053,2026-07-21,560017,C01,SELLER-07,Sports,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10812,CUST-072,2026-07-29,560004,C04,SELLER-02,Home,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10813,CUST-072,2026-06-28,560014,C02,SELLER-05,Mobile_Accessories,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10814,CUST-006,2026-08-16,560016,C03,SELLER-10,Grocery,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10815,CUST-099,2026-08-20,560015,C02,SELLER-03,Footwear,4999,4999,COD,False,True,DELIVERED,0,0.2294,NORMAL
ORD-10816,CUST-066,2026-06-08,560001,C01,SELLER-09,Mobile_Accessories,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10817,CUST-077,2026-08-04,560100,C07,SELLER-02,Home,2999,2999,COD,False,True,DELIVERED,0,0.0414,NORMAL
ORD-10818,CUST-075,2026-06-15,560002,C07,SELLER-01,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10819,CUST-053,2026-08-12,560002,C03,SELLER-09,Beauty,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10820,CUST-073,2026-06-16,560007,C02,SELLER-09,Home,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10821,CUST-075,2026-07-09,560076,C02,SELLER-06,Home,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10822,CUST-055,2026-07-08,560014,C03,SELLER-06,Fashion,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10823,CUST-055,2026-08-31,560004,C04,SELLER-09,Sports,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10824,CUST-066,2026-07-12,560003,C02,SELLER-02,Fashion,1999,1999,COD,False,True,DELIVERED,0,0.0222,NORMAL
ORD-10825,CUST-025,2026-08-11,560003,C01,SELLER-02,Kitchen,799,799,COD,False,True,RTO,1,0.3731,NORMAL
ORD-10826,CUST-010,2026-07-15,560007,C07,SELLER-05,Electronics,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10827,CUST-057,2026-08-15,560005,C04,SELLER-08,Footwear,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10828,CUST-025,2026-07-14,560003,C01,SELLER-06,Sports,999,999,COD,False,True,DELIVERED,0,0.3731,NORMAL
ORD-10829,CUST-068,2026-07-18,560011,C04,SELLER-09,Sports,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10830,CUST-060,2026-07-11,560010,C02,SELLER-08,Home,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10831,CUST-079,2026-06-21,560002,C02,SELLER-08,Kitchen,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10832,CUST-012,2026-06-20,560068,C03,SELLER-03,Beauty,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10833,CUST-003,2026-07-10,560011,C07,SELLER-05,Grocery,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10834,CUST-059,2026-07-18,560002,C03,SELLER-06,Beauty,1499,1499,COD,False,False,DELIVERED,0,0.175,NORMAL
ORD-10835,CUST-012,2026-08-18,560010,C01,SELLER-08,Footwear,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10836,CUST-053,2026-07-07,560011,C02,SELLER-09,Sports,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10837,CUST-027,2026-08-14,560010,C07,SELLER-10,Beauty,3999,3999,COD,False,False,DELIVERED,0,0.1561,NORMAL
ORD-10838,CUST-052,2026-06-16,560004,C04,SELLER-09,Beauty,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10839,CUST-048,2026-06-10,560008,C04,SELLER-06,Fashion,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10840,CUST-014,2026-06-13,560017,C02,SELLER-01,Home,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10841,CUST-052,2026-07-05,560003,C07,SELLER-08,Home,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10842,CUST-055,2026-07-10,560002,C03,SELLER-07,Beauty,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10843,CUST-001,2026-06-13,560012,C03,SELLER-09,Grocery,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10844,CUST-087,2026-08-14,560014,C04,SELLER-07,Beauty,1299,1299,COD,False,True,DELIVERED,0,0.0982,NORMAL
ORD-10845,CUST-010,2026-07-04,560076,C07,SELLER-04,Beauty,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10846,CUST-085,2026-06-05,560011,C01,SELLER-02,Footwear,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10847,CUST-091,2026-08-17,560014,C02,SELLER-10,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.0958,NORMAL
ORD-10848,CUST-014,2026-08-23,560013,C03,SELLER-01,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10849,CUST-084,2026-06-07,560010,C04,SELLER-04,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10850,CUST-011,2026-06-22,560010,C04,SELLER-07,Kitchen,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10851,CUST-071,2026-06-11,560008,C01,SELLER-08,Kitchen,599,599,COD,False,True,DELIVERED,0,0.0343,NORMAL
ORD-10852,CUST-044,2026-08-11,560016,C07,SELLER-08,Kitchen,1799,1799,COD,False,True,DELIVERED,0,0.0245,NORMAL
ORD-10853,CUST-047,2026-06-10,560076,C01,SELLER-10,Beauty,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10854,CUST-053,2026-07-10,560005,C03,SELLER-05,Electronics,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10855,CUST-090,2026-08-06,560012,C01,SELLER-09,Kitchen,1299,1299,COD,True,True,DELIVERED,0,0.0463,NORMAL
ORD-10856,CUST-055,2026-07-06,560006,C01,SELLER-09,Beauty,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10857,CUST-083,2026-07-26,560010,C03,SELLER-02,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.073,NORMAL
ORD-10858,CUST-083,2026-08-19,560001,C02,SELLER-06,Kitchen,2499,2499,COD,False,True,DELIVERED,0,0.0547,NORMAL
ORD-10859,CUST-041,2026-06-26,560006,C01,SELLER-09,Beauty,999,999,COD,False,True,DELIVERED,0,0.0235,NORMAL
ORD-10860,CUST-081,2026-08-13,560068,C07,SELLER-09,Sports,4999,4999,COD,False,True,DELIVERED,0,0.0482,NORMAL
ORD-10861,CUST-077,2026-08-23,560004,C04,SELLER-02,Fashion,1999,1999,COD,False,True,DELIVERED,0,0.0429,NORMAL
ORD-10862,CUST-001,2026-08-23,560012,C03,SELLER-03,Mobile_Accessories,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10863,CUST-100,2026-08-16,560017,C03,SELLER-01,Kitchen,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10864,CUST-015,2026-06-17,560005,C02,SELLER-04,Beauty,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10865,CUST-050,2026-06-09,560004,C01,SELLER-07,Grocery,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10866,CUST-002,2026-09-01,560017,C07,SELLER-02,Grocery,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10867,CUST-005,2026-08-01,560001,C01,SELLER-04,Personal_Care,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10868,CUST-013,2026-07-31,560012,C01,SELLER-05,Beauty,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10869,CUST-012,2026-06-11,560017,C07,SELLER-10,Sports,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10870,CUST-060,2026-06-21,560001,C07,SELLER-05,Home,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10871,CUST-057,2026-08-11,560004,C02,SELLER-06,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10872,CUST-052,2026-06-25,560004,C02,SELLER-07,Footwear,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10873,CUST-049,2026-06-18,560011,C01,SELLER-09,Fashion,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10874,CUST-044,2026-07-06,560010,C07,SELLER-02,Electronics,4999,4999,COD,False,True,DELIVERED,0,0.0269,NORMAL
ORD-10875,CUST-047,2026-06-26,560015,C07,SELLER-08,Kitchen,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10876,CUST-025,2026-06-22,560014,C02,SELLER-06,Grocery,599,599,COD,False,True,RTO,1,0.2967,NORMAL
ORD-10877,CUST-069,2026-06-16,560004,C04,SELLER-02,Sports,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10878,CUST-048,2026-07-10,560076,C01,SELLER-02,Beauty,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10879,CUST-040,2026-08-14,560100,C04,SELLER-07,Home,599,599,COD,False,True,DELIVERED,0,0.0318,NORMAL
ORD-10880,CUST-078,2026-07-21,560076,C07,SELLER-06,Footwear,1299,1299,COD,False,True,DELIVERED,0,0.0588,NORMAL
ORD-10881,CUST-097,2026-06-15,560016,C07,SELLER-08,Beauty,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10882,CUST-054,2026-08-24,560008,C02,SELLER-01,Fashion,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10883,CUST-070,2026-07-04,560006,C04,SELLER-03,Mobile_Accessories,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10884,CUST-007,2026-07-03,560003,C07,SELLER-04,Grocery,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10885,CUST-054,2026-06-06,560009,C07,SELLER-09,Sports,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10886,CUST-002,2026-08-26,560014,C01,SELLER-06,Grocery,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10887,CUST-053,2026-07-22,560002,C02,SELLER-03,Kitchen,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10888,CUST-037,2026-08-08,560013,C04,SELLER-08,Personal_Care,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10889,CUST-057,2026-06-10,560016,C04,SELLER-09,Beauty,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10890,CUST-054,2026-07-06,560013,C07,SELLER-05,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10891,CUST-062,2026-08-18,560005,C03,SELLER-01,Personal_Care,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10892,CUST-041,2026-07-09,560004,C04,SELLER-07,Mobile_Accessories,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10893,CUST-020,2026-08-28,560008,C03,SELLER-02,Fashion,2999,2999,COD,False,True,RTO,1,0.4685,NORMAL
ORD-10894,CUST-040,2026-08-07,560001,C07,SELLER-08,Electronics,1499,1499,COD,False,True,DELIVERED,0,0.038,NORMAL
ORD-10895,CUST-060,2026-06-07,560014,C03,SELLER-10,Grocery,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10896,CUST-047,2026-06-14,560013,C03,SELLER-08,Fashion,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10897,CUST-014,2026-08-03,560016,C07,SELLER-03,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.0208,NORMAL
ORD-10898,CUST-098,2026-06-25,560007,C04,SELLER-09,Fashion,3999,3999,COD,False,True,RTO,1,0.3186,NORMAL
ORD-10899,CUST-004,2026-08-13,560076,C04,SELLER-02,Personal_Care,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10900,CUST-007,2026-07-21,560011,C03,SELLER-09,Personal_Care,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10901,CUST-042,2026-08-08,560003,C03,SELLER-07,Kitchen,2499,2499,COD,False,True,DELIVERED,0,0.0461,NORMAL
ORD-10902,CUST-014,2026-08-09,560013,C03,SELLER-08,Sports,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10903,CUST-013,2026-06-25,560001,C07,SELLER-08,Personal_Care,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10904,CUST-083,2026-08-26,560015,C03,SELLER-10,Sports,3999,3999,COD,False,True,DELIVERED,0,0.0784,NORMAL
ORD-10905,CUST-052,2026-07-19,560076,C01,SELLER-06,Home,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10906,CUST-010,2026-08-05,560010,C04,SELLER-02,Mobile_Accessories,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10907,CUST-049,2026-07-14,560010,C02,SELLER-04,Personal_Care,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10908,CUST-010,2026-07-29,560001,C02,SELLER-08,Grocery,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10909,CUST-050,2026-06-07,560002,C02,SELLER-03,Kitchen,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10910,CUST-081,2026-08-19,560068,C02,SELLER-08,Electronics,3999,3999,COD,False,True,RTO,1,0.02,NORMAL
ORD-10911,CUST-085,2026-08-31,560003,C03,SELLER-02,Kitchen,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10912,CUST-088,2026-06-15,560003,C04,SELLER-04,Beauty,4999,4999,COD,False,True,DELIVERED,0,0.0647,NORMAL
ORD-10913,CUST-055,2026-06-29,560004,C07,SELLER-09,Personal_Care,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10914,CUST-006,2026-08-15,560100,C01,SELLER-10,Mobile_Accessories,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10915,CUST-076,2026-06-22,560008,C04,SELLER-02,Beauty,999,999,COD,False,True,DELIVERED,0,0.0531,NORMAL
ORD-10916,CUST-023,2026-07-26,560014,C03,SELLER-08,Electronics,2999,2999,COD,False,True,DELIVERED,0,0.33,NORMAL
ORD-10917,CUST-097,2026-07-01,560011,C07,SELLER-04,Grocery,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10918,CUST-094,2026-06-07,560012,C04,SELLER-05,Mobile_Accessories,4999,4999,COD,False,True,DELIVERED,0,0.0589,NORMAL
ORD-10919,CUST-088,2026-07-28,560002,C01,SELLER-05,Home,4999,4999,COD,False,True,DELIVERED,0,0.0751,NORMAL
ORD-10920,CUST-068,2026-07-12,560012,C01,SELLER-08,Home,2499,2499,COD,False,True,RTO,1,0.02,NORMAL
ORD-10921,CUST-097,2026-06-25,560009,C03,SELLER-05,Home,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10922,CUST-012,2026-07-01,560015,C03,SELLER-01,Footwear,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10923,CUST-083,2026-08-13,560016,C04,SELLER-06,Footwear,4999,4999,COD,False,True,DELIVERED,0,0.0769,NORMAL
ORD-10924,CUST-092,2026-06-11,560004,C02,SELLER-09,Kitchen,4999,4999,COD,False,False,RTO,1,0.6253,NORMAL
ORD-10925,CUST-062,2026-08-06,560068,C03,SELLER-01,Electronics,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10926,CUST-067,2026-07-05,560005,C01,SELLER-05,Home,1799,1799,COD,False,True,DELIVERED,0,0.0863,NORMAL
ORD-10927,CUST-008,2026-08-10,560008,C07,SELLER-10,Beauty,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10928,CUST-095,2026-06-21,560015,C04,SELLER-05,Beauty,4999,4999,COD,False,True,DELIVERED,0,0.0243,NORMAL
ORD-10929,CUST-083,2026-06-22,560010,C02,SELLER-06,Footwear,599,599,COD,False,True,DELIVERED,0,0.0542,NORMAL
ORD-10930,CUST-047,2026-08-06,560076,C02,SELLER-09,Electronics,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10931,CUST-016,2026-06-09,560003,C04,SELLER-03,Kitchen,999,999,COD,False,False,RTO,1,0.6152,NORMAL
ORD-10932,CUST-050,2026-07-30,560009,C02,SELLER-03,Mobile_Accessories,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10933,CUST-073,2026-06-26,560014,C04,SELLER-02,Grocery,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10934,CUST-013,2026-06-17,560009,C03,SELLER-07,Grocery,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10935,CUST-015,2026-06-22,560007,C03,SELLER-07,Home,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10936,CUST-010,2026-09-01,560010,C03,SELLER-08,Personal_Care,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10937,CUST-061,2026-08-28,560015,C01,SELLER-03,Grocery,399,399,COD,False,True,DELIVERED,0,0.2348,NORMAL
ORD-10938,CUST-072,2026-06-29,560007,C04,SELLER-10,Footwear,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10939,CUST-057,2026-08-02,560002,C03,SELLER-06,Grocery,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10940,CUST-098,2026-08-04,560100,C01,SELLER-09,Kitchen,399,399,COD,False,True,DELIVERED,0,0.2604,NORMAL
ORD-10941,CUST-099,2026-06-22,560012,C02,SELLER-10,Electronics,2499,2499,COD,False,True,DELIVERED,0,0.1795,NORMAL
ORD-10942,CUST-055,2026-08-12,560011,C04,SELLER-06,Fashion,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10943,CUST-010,2026-08-28,560004,C03,SELLER-08,Beauty,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10944,CUST-024,2026-08-24,560012,C04,SELLER-10,Kitchen,1299,1299,COD,False,True,DELIVERED,0,0.3154,NORMAL
ORD-10945,CUST-022,2026-08-18,560011,C04,SELLER-08,Mobile_Accessories,799,799,COD,False,True,DELIVERED,0,0.3237,NORMAL
ORD-10946,CUST-057,2026-06-27,560015,C01,SELLER-01,Beauty,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10947,CUST-053,2026-06-08,560006,C04,SELLER-08,Fashion,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10948,CUST-100,2026-08-26,560068,C04,SELLER-02,Grocery,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10949,CUST-010,2026-08-25,560012,C01,SELLER-03,Kitchen,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10950,CUST-055,2026-07-31,560009,C07,SELLER-04,Personal_Care,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10951,CUST-001,2026-08-18,560076,C02,SELLER-04,Fashion,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10952,CUST-007,2026-07-11,560011,C01,SELLER-07,Fashion,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10953,CUST-097,2026-08-24,560011,C02,SELLER-08,Fashion,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10954,CUST-054,2026-06-09,560009,C07,SELLER-06,Electronics,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10955,CUST-097,2026-08-21,560011,C07,SELLER-01,Home,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10956,CUST-038,2026-06-13,560002,C01,SELLER-07,Personal_Care,2499,2499,COD,False,True,DELIVERED,0,0.0331,NORMAL
ORD-10957,CUST-013,2026-07-12,560013,C01,SELLER-03,Home,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10958,CUST-025,2026-08-15,560005,C01,SELLER-07,Grocery,1299,1299,COD,False,True,DELIVERED,0,0.3329,NORMAL
ORD-10959,CUST-036,2026-07-24,560100,C02,SELLER-06,Fashion,1499,1499,COD,False,True,DELIVERED,0,0.0406,NORMAL
ORD-10960,CUST-052,2026-07-16,560013,C04,SELLER-10,Personal_Care,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10961,CUST-050,2026-06-14,560012,C07,SELLER-07,Footwear,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10962,CUST-041,2026-07-26,560015,C02,SELLER-08,Beauty,3999,3999,COD,False,True,DELIVERED,0,0.0235,NORMAL
ORD-10963,CUST-056,2026-07-04,560010,C04,SELLER-08,Fashion,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10964,CUST-009,2026-07-30,560010,C02,SELLER-05,Footwear,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10965,CUST-005,2026-07-15,560002,C07,SELLER-07,Sports,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10966,CUST-069,2026-06-12,560076,C03,SELLER-10,Kitchen,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10967,CUST-001,2026-06-13,560015,C02,SELLER-01,Footwear,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10968,CUST-073,2026-08-04,560011,C07,SELLER-08,Grocery,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10969,CUST-041,2026-06-30,560006,C02,SELLER-10,Fashion,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10970,CUST-008,2026-06-06,560068,C01,SELLER-02,Footwear,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10971,CUST-053,2026-08-04,560013,C07,SELLER-05,Grocery,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10972,CUST-063,2026-06-06,560013,C03,SELLER-03,Beauty,599,599,COD,False,False,DELIVERED,0,0.1206,NORMAL
ORD-10973,CUST-082,2026-08-07,560007,C01,SELLER-03,Grocery,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10974,CUST-084,2026-06-19,560068,C02,SELLER-08,Kitchen,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10975,CUST-001,2026-07-20,560006,C02,SELLER-08,Grocery,4999,4999,COD,False,True,RTO,1,0.02,NORMAL
ORD-10976,CUST-052,2026-06-09,560008,C02,SELLER-07,Personal_Care,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10977,CUST-007,2026-08-14,560014,C04,SELLER-10,Personal_Care,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10978,CUST-025,2026-08-14,560016,C04,SELLER-10,Sports,1999,1999,COD,False,True,DELIVERED,0,0.3641,NORMAL
ORD-10979,CUST-070,2026-06-06,560016,C02,SELLER-09,Electronics,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10980,CUST-037,2026-06-16,560003,C03,SELLER-08,Footwear,3999,3999,COD,False,True,DELIVERED,0,0.0461,NORMAL
ORD-10981,CUST-095,2026-06-20,560012,C04,SELLER-01,Footwear,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10982,CUST-013,2026-08-01,560012,C04,SELLER-04,Sports,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10983,CUST-040,2026-07-15,560100,C04,SELLER-07,Kitchen,799,799,COD,False,True,DELIVERED,0,0.0318,NORMAL
ORD-10984,CUST-069,2026-07-02,560012,C04,SELLER-04,Personal_Care,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10985,CUST-006,2026-08-02,560016,C02,SELLER-03,Home,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10986,CUST-080,2026-06-09,560016,C03,SELLER-09,Home,999,999,COD,False,True,DELIVERED,0,0.0548,NORMAL
ORD-10987,CUST-044,2026-08-24,560009,C03,SELLER-03,Beauty,3999,3999,COD,False,True,DELIVERED,0,0.0239,NORMAL
ORD-10988,CUST-055,2026-06-27,560003,C03,SELLER-10,Fashion,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10989,CUST-015,2026-06-30,560009,C03,SELLER-09,Electronics,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10990,CUST-085,2026-09-02,560017,C07,SELLER-01,Fashion,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10991,CUST-081,2026-08-23,560004,C01,SELLER-02,Personal_Care,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10992,CUST-055,2026-08-14,560006,C01,SELLER-03,Mobile_Accessories,999,999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10993,CUST-052,2026-08-06,560017,C04,SELLER-03,Fashion,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10994,CUST-083,2026-06-28,560004,C02,SELLER-01,Footwear,1999,1999,COD,False,True,DELIVERED,0,0.061,NORMAL
ORD-10995,CUST-053,2026-07-11,560010,C07,SELLER-05,Fashion,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10996,CUST-049,2026-06-18,560008,C02,SELLER-04,Footwear,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10997,CUST-049,2026-07-17,560014,C04,SELLER-01,Mobile_Accessories,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10998,CUST-001,2026-07-13,560017,C01,SELLER-06,Mobile_Accessories,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10999,CUST-012,2026-06-10,560002,C04,SELLER-10,Beauty,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11000,CUST-099,2026-08-28,560017,C03,SELLER-09,Footwear,1799,1799,COD,False,True,DELIVERED,0,0.2327,NORMAL
ORD-11001,CUST-075,2026-09-02,560012,C01,SELLER-10,Sports,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11002,CUST-049,2026-08-11,560007,C07,SELLER-08,Personal_Care,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11003,CUST-082,2026-07-27,560013,C02,SELLER-01,Fashion,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11004,CUST-074,2026-06-14,560005,C07,SELLER-04,Kitchen,2499,2499,COD,False,True,DELIVERED,0,0.0396,NORMAL
ORD-11005,CUST-037,2026-08-01,560011,C02,SELLER-09,Electronics,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11006,CUST-084,2026-08-25,560010,C04,SELLER-01,Fashion,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11007,CUST-066,2026-07-03,560012,C01,SELLER-08,Fashion,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11008,CUST-001,2026-08-13,560011,C02,SELLER-10,Personal_Care,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-11009,CUST-066,2026-07-02,560068,C07,SELLER-05,Mobile_Accessories,999,999,COD,False,True,DELIVERED,0,0.0573,NORMAL
